Time,RE001.EHN,RE002.EHN,RE003.EHN,RE004.EHN,RE005.EHN,RE001.EHE,RE002.EHE,RE003.EHE,RE004.EHE,RE005.EHE
-0.956,0.0165129512196,0.00681797147031,-0.00433824424251,-0.00201972337185,0.00290220030861,0.00315151639304,-0.000899002276072,-0.00713110498868,-0.00326740928966,0.00152064310339
-0.954,0.0137173151098,0.00696226148218,-0.00363909745036,-0.00177474799597,0.00223913527738,0.00266777087848,0.000252419140816,-0.00636552004419,-0.00357891512908,0.00145752891571
-0.952,0.0106983580694,0.00708147059991,-0.00287902058235,-0.00157362694301,0.00154065571585,0.0021805896308,0.00138643511034,-0.00551350516374,-0.00385700067498,0.00139080309612
-0.95,0.007483076719,0.0071695977121,-0.00206066868917,-0.00141554703061,0.000806194530262,0.00169470795517,0.00248675782606,-0.00458383055988,-0.00409945138563,0.00131164060994
-0.948,0.00410150520577,0.0072202661032,-0.00118763038314,-0.0012982059384,3.53731667851e-05,0.00121461571922,0.0035376794534,-0.00358713728793,-0.00430453428431,0.00121068835762
-0.946,0.000586463685756,0.00722676568648,-0.000264386166768,-0.00121793096419,-0.00077184482383,0.000744473237591,0.00452436878597,-0.0025357174512,-0.00447091569437,0.00107839675307
-0.944,-0.00302672188168,0.00718212108181,0.000703749252553,-0.00116984530762,-0.00161500408189,0.000288038657166,0.00543315245672,-0.00144323164785,-0.00459757495721,0.00090537729729
-0.942,-0.00670052804677,0.0070791904945,0.00171069805491,-0.00114807262041,-0.00249301948391,-0.000151390330971,0.00625177531324,-0.000324371038123,-0.00468372391484,0.000682777122071
-0.94,-0.0103955708075,0.00691079840115,0.00274970030292,-0.00114596894769,-0.00340405630763,-0.000571017529862,0.00696963464492,0.00080552490049,-0.00472874245144,0.000402658924611
-0.938,-0.0140709727699,0.00666990246801,0.00381340071049,-0.00115637085626,-0.00434543319413,-0.000968569421114,0.00757798321033,0.00193088085035,-0.00473213977853,5.83708963799e-05
-0.936,-0.017684762867,0.00634979227844,0.00489393685241,-0.00117184924497,-0.00531355099273,-0.00134229487548,0.0080700967351,0.00303631221547,-0.00469354886949,-0.00035511245563
-0.934,-0.0211943111061,0.00594431474455,0.00598302474635,-0.00118495959665,-0.00630384921907,-0.00169094344835,0.00844140276029,0.00410704856188,-0.00461275744596,-0.000840899616153
-0.932,-0.0245568002041,0.00544811886445,0.00707203838141,-0.00118848079897,-0.00731079077279,-0.00201372444339,0.00868956915328,0.00512933659678,-0.00448977375032,-0.00139996139819
-0.93,-0.0277297346332,0.00485691093257,0.00815208061276,-0.00117563583738,-0.00832787472041,-0.00231025104975,0.00881455180493,0.00609080599443,-0.00432492004218,-0.00203099576764
-0.928,-0.0306714856851,0.0041677104227,0.00921404374731,-0.00114028857268,-0.00934767624191,-0.00258047550359,0.00881860160863,0.00698078269588,-0.00411894250698,-0.00273038667218
-0.926,-0.0333418688748,0.00337909642216,0.0102486590586,-0.00107711159667,-0.010361912148,-0.00282462206477,0.00870623057463,0.00779053627512,-0.0038731239693,-0.00349225753489
-0.924,-0.0357027475618,0.00249143451413,0.0112465354088,-0.000981721073961,-0.0113615296742,-0.00304312453637,0.00848413608184,0.00851345064632,-0.00358938579452,-0.00430861301198
-0.922,-0.0377186542133,0.00150707423018,0.0121981881737,-0.000850775761387,-0.0123368156279,-0.00323657421767,0.008161081342,0.00914511087021,-0.0032703673362,-0.0051695575253
-0.92,-0.039357418376,0.000430507593593,0.0130940608244,-0.00068203908474,-0.0132775224941,-0.00340568283962,0.00774772980279,0.0096833030887,-0.00291947448281,-0.00606357624069
-0.918,-0.0405907882285,-0.000731520051395,0.0139245428131,-0.000474405045988,-0.0141730078318,-0.00355126346373,0.00725643194496,0.010127929467,-0.00254089238921,-0.00697786301519
-0.916,-0.041395030649,-0.00196995462121,0.0146799886966,-0.000227890496169,-0.0150123832492,-0.00367423070348,0.00670096487366,0.0104808450399,-0.00213956063839,-0.00789867941179
-0.914,-0.0417514931905,-0.00327343931717,0.0153507444458,5.64023818501e-05,-0.0157846694143,-0.00377561998405,0.00609622797165,0.0107456279875,-0.00172111153789,-0.0088117283968
-0.912,-0.0416471103966,-0.00462838588473,0.0159271873429,0.000376348862677,-0.016478953849,-0.00385662384277,0.00545790105135,0.0109272985393,-0.00129177406583,-0.00970252563831
-0.91,-0.0410748367177,-0.00601911222095,0.0163997855671,0.000728885140036,-0.0170845485291,-0.00391864145219,0.00480207420787,0.0110320039951,-0.000858247431201,-0.010556750992
-0.908,-0.0400339890413,-0.007428044612,0.0167591824414,0.00111010809791,-0.0175911445081,-0.00396333568309,0.00414486042259,0.0110666880921,-0.000427549589452,-0.0113605637903
-0.906,-0.0385304836019,-0.00883598025623,0.0169963084747,0.00151538721089,-0.0179889609415,-0.00399269032951,0.00350200274287,0.0110387622662,-6.84746316488e-06,-0.0121008688101
-0.904,-0.0365769547147,-0.0102224035912,0.0171025220678,0.00193948425935,-0.0182688861032,-0.00400905893997,0.00288848777105,0.0109557945524,0.000396723080741,-0.0127655254736
-0.902,-0.0341927462026,-0.0115658484249,0.017069777436,0.00237667608753,-0.0184226083482,-0.00401519642425,0.00231817663832,0.0108252293044,0.000776238580007,-0.013343500187
-0.9,-0.0314037703026,-0.0128442969435,0.0168908162406,0.00282087510753,-0.0184427355983,-0.00401426549744,0.00180346399864,0.0106541478928,0.00112516167253,-0.0138249691894
-0.898,-0.0282422329348,-0.0140356061775,0.0165593777502,0.00326574208339,-0.0183229028663,-0.00400981210334,0.00135497501638,0.0104490772319,0.00143749912192,-0.0142013850594
-0.896,-0.0247462282553,-0.0151179522534,0.0160704210683,0.0037047863476,-0.0180578684872,-0.00400570696321,0.000981309698419,0.010215849488,0.00170793808107,-0.0144655226635
-0.894,-0.020959209172,-0.0160702825347,0.0154203519646,0.00413145022719,-0.0176436008176,-0.00400605382222,0.000688842884567,0.00995951272417,0.00193195701731,-0.0146115193478
-0.892,-0.0169293438864,-0.0168727655064,0.0146072460073,0.0045391769274,-0.0170773578988,-0.00401506821368,0.000481586411961,0.00968428874399,0.00210591027876,-0.0146349201619
-0.89,-0.0127087714741,-0.0175072280361,0.0136310589403,0.00492146391061,-0.0163577627123,-0.00403693310158,0.000361117287355,0.00939357133723,0.00222708734321,-0.0145327332748
-0.888,-0.00835277202096,-0.0179575695999,0.0124938146688,0.00527190622162,-0.0154848760491,-0.00407563930731,0.00032657236082,0.0090899559059,0.00229374903118,-0.0143034951657
-0.886,-0.00391886887452,-0.0182101433731,0.0111997610344,0.00558423564311,-0.0144602676966,-0.00413481918086,0.000374706533634,0.00877529038088,0.00230514336815,-0.0139473409156
-0.884,0.000534117857252,-0.0182540948594,0.00975548397306,0.00585236170537,-0.0132870848974,-0.00421758177255,0.00050000863576,0.00845073757956,0.00226150361632,-0.0134660724586
-0.882,0.00494704633244,-0.0180816499977,0.00816997178889,0.00607041950957,-0.0119701152697,-0.00432635712486,0.000694867342009,0.00811684058741,0.00216403065664,-0.0128632166185
-0.88,0.00926143568431,-0.0176883462847,0.00645462310337,0.00623282751689,-0.0105158400222,-0.0044627565132,0.000949779077155,0.00777358501479,0.00201486169383,-0.0121440643443
-0.878,0.0134204354272,-0.0170732021516,0.00462319439406,0.00633435653825,-0.00893247256545,-0.00462745465534,0.0012535905643,0.00742045458586,0.00181702726194,-0.0113156820197
-0.876,0.0173697609034,-0.0162388213886,0.00269168563313,0.00637020964421,-0.0072299775868,-0.0048200990423,0.0015937699313,0.00705647898541,0.00157439858061,-0.0103868848651
-0.874,0.0210585749227,-0.0151914307061,0.000678165075507,0.00633611179984,-0.00542006621888,-0.00503925047981,0.00195670143058,0.00668027490685,0.0012916272014,-0.00936816177916
-0.872,0.0244402970508,-0.0139408495601,-0.00139746345297,0.00622840757821,-0.00351616382124,-0.00528235754917,0.002327999325,0.00629008270662,0.000974078394549,-0.00827154148209
-0.87,0.0274733237992,-0.0125003922589,-0.00351374538297,0.00604416496407,-0.0015333478078,-0.00554576599578,0.00269283617838,0.00588380205602,0.000627758861669,-0.00711039249419
-0.868,0.0301216452652,-0.0108867033107,-0.00564800514164,0.00578128264153,0.000511746286827,-0.00582476217894,0.00303627989617,0.00545903065402,0.000259238352666,-0.00589915472811
-0.866,0.0323553465073,-0.00911952810168,-0.00777671195048,0.005438597079,0.00260105169482,-0.00611364793276,0.00334363288751,0.0050131105426,-0.000124436018563,-0.0046530077947
-0.864,0.0341509850691,-0.00722142237312,-0.00987587133575,0.00501598434101,0.00471523087649,-0.00640584281134,0.00360076617037,0.00454318681091,-0.000515834205544,-0.00338748916602
-0.862,0.0354918394756,-0.00521740548396,-0.0119214307636,0.00451445033076,0.00683386951468,-0.00669400897315,0.00379444138656,0.00404628328549,-0.000907247442356,-0.00211808231202
-0.86,0.036368027095,-0.00313456394274,-0.0138896870197,0.00393620262756,0.00893570311737,-0.00697019398314,0.00391261446253,0.00351939891039,-0.00129080237253,-0.000859799225446
-0.858,0.03677649333,-0.00100161298955,-0.0157576828638,0.00328469758526,0.01099887412,-0.00722598744543,0.00394471567241,0.00295962673536,-0.00165858421425,0.000373217476783
-0.856,0.0367208775112,0.00115157501905,-0.0175035812586,0.00256465793416,0.0130012159765,-0.00745268833016,0.00388190164469,0.00236429476747,-0.00200276738644,0.00156805024359
-0.854,0.0362112639389,0.00329446607009,-0.0191070070892,0.00178205846827,0.0149205593139,-0.00764148076624,0.00371727503814,0.00173112468701,-0.00231575191981,0.0027133022272
-0.852,0.0352638291118,0.00539637415871,-0.0205493485733,0.000944079933581,0.0167350539891,-0.00778361663557,0.00344606715633,0.00105840110287,-0.00259030443272,0.00379932053138
-0.85,0.0339003981535,0.00742697541468,-0.0218140132253,5.90333668314e-05,0.0184234999502,-0.00787060338255,0.00306577799425,0.000345141235791,-0.00281970308952,0.00481833965707
-0.848,0.0321479247291,0.00935681693173,-0.0228866359082,-0.000863741510294,0.0199656792132,-0.00789439510891,0.00257626766821,-0.000408746813564,-0.00299788621539,0.00576454147663
-0.846,0.0300379092982,0.0111578105717,-0.0237552388494,-0.00181399969736,0.021342681035,-0.00784758446824,0.00197979342549,-0.00120232945856,-0.00311960361603,0.00663403089608
-0.844,0.0276057704175,0.0128037021138,-0.0244103453243,-0.00278073201426,0.0225372124064,-0.00772359233274,0.00128098778827,-0.00203354800641,-0.00318056795884,0.00742472915186
-0.842,0.0248901830927,0.0142705063414,-0.0248450499936,-0.0037523200248,0.0235338861981,-0.00751685180419,0.000486775808892,-0.00289916332519,-0.00317760109911,0.00813619037536
-0.84,0.0219323970404,0.0155368991044,-0.0250550496906,-0.00471670101713,0.0243194796479,-0.00722298286785,-0.000393767522377,-0.0037947513168,-0.00310876769452,0.00876935207252
-0.838,0.0187755463446,0.0165845581632,-0.025038638872,-0.00566153908919,0.0248831564746,-0.00683895372635,-0.00134961560223,-0.00471475249709,-0.00297348674239,0.00932623606732
-0.836,0.0154639605727,0.0173984457728,-0.024796674043,-0.00657439805553,0.0252166468189,-0.0063632244726,-0.0023680376578,-0.0056525755554,-0.00277261150745,0.00980962200382
-0.834,0.0120424861298,0.0179670274719,-0.0243325113185,-0.00744291175819,0.0253143804817,-0.00579586824407,-0.00343488708297,-0.00660075124286,-0.00250846989285,0.0102227190902
-0.832,0.00855582562664,0.0182824233503,-0.0236519208678,-0.00825494777474,0.0251735705496,-0.00513866449568,-0.00453492167219,-0.00755112941303,-0.00218486025609,0.0105688620917
-0.83,0.00504790239338,0.018340490068,-0.0227629813001,-0.00899876163708,0.0247942463805,-0.00439515882455,-0.00565214649079,-0.00849510865724,-0.00180700114616,0.0108512541887
-0.828,0.0015612570021,0.0181408339655,-0.0216759561433,-0.00966314040448,0.0241792368911,-0.00357068417637,-0.0067701699082,-0.00942388499293,-0.00138143651061,0.0110727728578
-0.826,-0.00186351731947,0.0176867575949,-0.0204031535825,-0.0102375364175,0.0233341068733,-0.00267233942304,-0.00787256284149,-0.0103287038335,-0.000915899963554,0.0112358469222
-0.824,-0.0051882933403,0.0169851438,-0.0189587697509,-0.0107121937665,0.0222670504717,-0.00170892316517,-0.0089432104984,-0.0112010984018,-0.000419142659185,0.0113424051811
-0.822,-0.00837787539402,0.0160462830001,-0.0173587152605,-0.0110782709255,0.020988746918,-0.000690822886688,-0.00996664519814,-0.0120330981942,9.92703392684e-05,0.0113938910126
-0.82,-0.0114004048423,0.0148836504873,-0.0156204244659,-0.0113279628436,0.0195121841121,0.000370138177511,-0.0109283486955,-0.0128173932208,0.000629189835387,0.0113913336401
-0.818,-0.0142276989232,0.0135136412468,-0.0137626472222,-0.0114546245987,0.0178524556973,0.00146089235305,-0.0118150133087,-0.0135474434169,0.00116013188933,0.0113354650126
-0.816,-0.0168355174309,0.011955270005,-0.011805223577,-0.0114528968226,0.0160265370165,0.00256735192047,-0.0126147532564,-0.0142175274646,0.00168153832551,0.0112268704897
-0.814,-0.0192037530576,0.0102298439657,-0.009768842738,-0.01131883099,0.0140530449051,0.00367466126253,-0.0133172607737,-0.0148227306699,0.00218303759753,0.0110661607239
-0.812,-0.0213165429486,0.00836061509665,-0.00767478861917,-0.01105001082,0.0119519858,0.00476747169207,-0.0139139052763,-0.0153588768551,0.00265469359912,0.0108541507944
-0.81,-0.0231623009399,0.00637241804531,-0.00554467515247,-0.0106456648283,0.00974449616434,0.00583023422417,-0.0143977774107,-0.0158224138248,0.0030872299178,0.0105920310777
-0.808,-0.0247336719119,0.00429129895347,-0.00340017526886,-0.0101067645689,0.00745257881456,0.00684750555989,-0.0147636827003,-0.0162102654621,0.00347221903063,0.0102815134926
-0.806,-0.0260274116062,0.00214413975738,-0.00126274797253,-0.00943610317878,0.00509883847792,0.00780426198068,-0.0150080914036,-0.0165196657554,0.00380222988857,0.00992493776983
-0.804,-0.0270441970479,-4.17179289331e-05,0.000846631705402,-0.00863834923039,0.00270621981033,0.00868621474675,-0.015129052227,-0.0167479910859,0.00407093239696,0.00952532596774
-0.802,-0.0277883744131,-0.00223884556024,0.00290773479212,-0.00772007140925,0.000297751125199,0.00948011923941,-0.0151260779971,-0.0168926070537,0.00427316223446,0.00908637940262
-0.8,-0.0282676527557,-0.00442009342244,0.00490132715283,-0.0066897300797,-0.00210370284354,0.0101740688934,-0.0150000116671,-0.0169507451109,0.00440495305402,0.00861241935819
-0.798,-0.0284927534464,-0.00655894586907,0.00680939943761,-0.00555763241448,-0.00447567574388,0.010757764288,-0.0147528813245,-0.0169194223549,0.0044635446302,0.00810827968409
-0.796,-0.0284770263454,-0.00862986249329,0.00861537266,-0.00433584860348,-0.00679631861044,0.0112227477781,-0.0143877531066,-0.0167954150048,0.00444737493156,0.00757916405728
-0.794,-0.0282360444839,-0.0106086016488,0.0103042741457,-0.00303808787705,-0.00904460001374,0.0115625947091,-0.0139085908046,-0.0165752923324,0.00435606205866,0.00703048234797
-0.792,-0.0277871891842,-0.0124725226224,0.0118628792625,-0.00167953470748,-0.0112004849576,0.0117730533651,-0.0133201300357,-0.0162555132699,0.004190379511,0.0064676793408
-0.79,-0.0271492370219,-0.0142008625757,0.0132798154826,-0.000276647425704,-0.0132450911261,0.0118521271244,-0.0126277729629,-0.0158325828767,0.00395222626514,0.00589606609416
-0.788,-0.0263419588381,-0.0157749841544,0.0145456268773,0.00115307667661,-0.0151608223482,0.0118000937625,-0.0118375067132,-0.0153032607997,0.00364459215049,0.00532066099754
-0.786,-0.0253857393149,-0.0171785895212,0.0156527989295,0.00259136421099,-0.0169314805597,0.0116194585255,-0.0109558453365,-0.0146648093766,0.00327151888494,0.00474604538519
-0.784,-0.024301223695,-0.0183978966277,0.0165957453662,0.00401945009633,-0.0185423588746,0.0113148397267,-0.00998979205707,-0.0139152656414,0.00283805729117,0.00417623787813
-0.782,-0.0231089963332,-0.0194217739188,0.0173707603917,0.00541837687562,-0.0199803193487,0.0108927883547,-0.00894681640866,-0.0130537195642,0.00235022093589,0.00361459201134
-0.78,-0.0218292941417,-0.020241830435,0.0179759411014,0.0067693026197,-0.0212338594287,0.0103615465443,-0.00783484004856,-0.0120805804895,0.00181493527904,0.00306372208195
-0.778,-0.0204817566954,-0.0208524594573,0.0184110859013,0.00805381155611,-0.0222931708872,0.00973075349779,-0.00666222561253,-0.0109978147512,0.00123997947426,0.00252546141227
-0.776,-0.0190852137639,-0.0212508353252,0.0186775754331,0.00925422184246,-0.0231501942819,0.00901111108433,-0.00543776447938,-0.0098091395139,0.000633915823832,0.00200085481276
-0.774,-0.0176575101624,-0.021436864657,0.018778242865,0.0103538848223,-0.0237986707524,0.00821402427956,-0.00417066108763,-0.00852016062513,6.00041425131e-06,0.00149018330733
-0.772,-0.016215366933,-0.0214130947043,0.0187172404291,0.0113374696831,-0.0242341915228,0.00735123333521,-0.0028705128329,-0.00713844538628,-0.000633931618788,0.000993015288702
-0.77,-0.0147742768989,-0.0211845828007,0.0184999086863,0.0121912269091,-0.0244542440723,0.0064344548048,-0.00154728518415,-0.00567352449171,-0.00127561111631,0.000508275640657
-0.768,-0.0133484316308,-0.0207587317209,0.0181326540836,0.0129032236472,-0.0244582527901,0.00547504732638,-0.000211281497125,-0.00413682094141,-0.00190851206054,3.43240621201e-05
-0.766,-0.0119506759549,-0.020145096264,0.017622838896,0.0134635444002,-0.0242476111209,0.00448371567456,0.00112689357776,-0.00254150751288,-0.0025220589328,-0.000430963959083
-0.764,-0.0105924855054,-0.0193551666249,0.0169786856544,0.0138644514718,-0.0238257017972,0.00347026352267,0.00245637872199,-0.000902298299541,-0.00310585868978,-0.000890116166497
-0.762,-0.00928396259946,-0.0184021343003,0.0162091958176,0.0141005011849,-0.0231979017718,0.00244340210387,0.00376611034614,0.000764816388797,-0.00364994903155,-0.00134598109467
-0.76,-0.00803384595281,-0.0173006465063,0.0153240800896,0.0141686137957,-0.0223715688473,0.00141061890768,0.00504488808666,0.00244287925394,-0.00414505308314,-0.00180163999873
-0.758,-0.00684953038457,-0.0160665553342,0.0143336958432,0.014068096925,-0.021356007631,0.000378107873426,0.00628145200758,0.00411430470698,-0.00458283013984,-0.00226030864002
-0.756,-0.00573709353859,-0.014716668034,0.0132489859588,0.0138006239569,-0.0201624132177,-0.000649239755164,0.00746457144394,0.00576123167346,-0.00495611228751,-0.00272522643891
-0.754,-0.00470132759433,-0.013268504702,0.0120814131932,0.0133701701263,-0.0188037918413,-0.00166778677593,0.00858314514769,0.00736587599623,-0.00525911698134,-0.00319953393794
-0.752,-0.00374577479795,-0.0117400691083,0.0108428849387,0.0127829099856,-0.0172948585375,-0.00267504830588,0.00962631260717,0.00891087009684,-0.00548762572519,-0.0036861428792
-0.75,-0.00287276633663,-0.0101496373195,0.00954566468188,0.0120470807854,-0.0156519124492,-0.00366954347332,0.0105835768886,0.0103795805215,-0.00563911887917,-0.00418760513778
-0.748,-0.00208346460946,-0.00851556723442,0.008202268266,0.0111728170887,-0.0138926907143,-0.00465060855734,0.0114449396487,0.0117563971273,-0.00571285673245,-0.00470598661824
-0.746,-0.00137790937583,-0.00685613033176,0.00682534479068,0.0101719625755,-0.0120362018779,-0.00561818079271,0.0122010486216,0.0130269904237,-0.00570989790287,-0.00524275031165
-0.744,-0.000755068643411,-0.00518936511124,0.00542754342787,0.00905786528355,-0.0101025395115,-0.00657256273391,0.0128433566214,0.0141785356517,-0.00563304839408,-0.00579865009776
-0.742,-0.000212895501576,-0.00353295011686,0.00402136855537,0.00784516221441,-0.00811267625376,-0.00751417720185,0.013364288978,0.0151999035105,-0.00548673845742,-0.0063736348926
-0.74,0.00025160764311,-0.00190409325905,0.00261902652704,0.00654955818812,-0.00608823802738,-0.00844332250929,0.0137574137941,0.016081818156,-0.00527682949605,-0.0069667623533
-0.738,0.000642315911522,-0.000319433468094,0.00123226824547,0.00518760210746,-0.00405125800578,-0.00935993705486,0.0140176071163,0.0168169834146,-0.00501035889675,-0.00757612273142
-0.736,0.000963898578916,0.00120504954916,-0.000127767426448,0.00377646176395,-0.00202391024675,-0.0102633816905,0.0141412037017,0.0174001781965,-0.00469523594734,-0.00819877592682
-0.734,0.0012217247302,0.00265412167634,-0.00145070352041,0.00233369655314,-2.82238708484e-05,-0.0111522476277,0.0141261239115,0.0178283218747,-0.00433990603563,-0.00883070712628
-0.732,0.00142175801986,0.00401338098582,-0.00272706155435,0.000877026533759,0.00191421977664,-0.0120241970431,0.0139719683846,0.0181005098364,-0.00395300259365,-0.00946680745304
-0.73,0.00157044161533,0.00526934848332,-0.0039483782243,-0.000575903489962,0.00378260252326,-0.012875842842,0.0136800741945,0.0182180184729,-0.00354300664927,-0.0101008852278
-0.728,0.00167457541257,0.0064095665859,-0.0051072961999,-0.0020077647503,0.00555719071544,-0.0137026730707,0.0132535286419,0.0181842776203,-0.00311793266604,-0.0107257110314
-0.726,0.00174118845619,0.00742270830986,-0.00619762443605,-0.00340178778401,0.00721965401947,-0.014499024123,0.0126971391713,0.0180048071372,-0.00268505707397,-0.0113330967666
-0.724,0.00177741003555,0.00829869906459,-0.00721436542716,-0.00474200334574,0.00875337188506,-0.01525810515,0.0120173598423,0.0176871133093,-0.00225070295687,-0.0119140065978
-0.722,0.00179034309099,0.00902885127706,-0.00815370914394,-0.00601347416078,0.010143717303,-0.0159720740656,0.0112221763703,0.0172405405277,-0.00182009100797,-0.0124586969135
-0.72,0.00178694336033,0.00960600987068,-0.0090129956174,-0.00720250971248,0.0113783076656,-0.0166321634367,0.0103209531894,0.0166760745235,-0.00139726313122,-0.0129568834537
-0.718,0.00177390719949,0.0100247041639,-0.0097906499271,-0.0082968563361,0.012447213421,-0.0172288525731,0.00932424755765,0.016006095405,-0.000985080896651,-0.0133979357387
-0.716,0.00175757033467,0.0102812994354,-0.010486094551,-0.00928585584242,0.0133431166537,-0.0177520804347,0.00824359750738,0.0152440816354,-0.000585296458993,-0.0137711006267
-0.714,0.00174381905948,0.0103741396305,-0.0110996446957,-0.0101605673622,0.01406141354,-0.0181914925679,0.00709129230427,0.0144042694932,-0.000198688720916,-0.0140657568858
-0.712,0.00173801466836,0.0103036717745,-0.0116323925028,-0.0109138487347,0.0146002567105,-0.0185367141147,0.00588013561069,0.0135012759765,0.000174747085579,-0.0142717003448
-0.71,0.00174493127208,0.0100725427253,-0.0120860860726,-0.0115403953694,0.01496053587,-0.0187776398644,0.00462321226578,0.0125496961226,0.000535572004909,-0.0143794546459
-0.708,0.00176870659188,0.00968565982829,-0.0124630091713,-0.0120367361312,0.0151457974982,-0.0189047312747,0.00333366913168,0.0115636880935,0.00088465611503,-0.0143805969295
-0.706,0.00181280487857,0.00915020853523,-0.012765867287,-0.0124011876312,0.0151621069007,-0.0189093093738,0.00202451874043,0.0105565611168,0.00122292996846,-0.014268082511
-0.704,0.00187999075573,0.00847562180133,-0.0129976852407,-0.0126337704597,0.0150178581175,-0.0187838316811,0.000708471777671,0.00954038255396,0.00155115200516,-0.0140365492449
-0.702,0.00197231257485,0.00767349787138,-0.0131617206554,-0.0127360932922,0.0147235390233,-0.0185221410689,-0.000602198717227,0.00852562109769,0.00186970651869,-0.0136825816902
-0.7,0.0020910938534,0.00675746481177,-0.0132613961351,-0.012711213097,0.0142914601722,-0.0181196751896,-0.00189576155309,0.00752084331102,0.00217844320691,-0.0132049173316
-0.698,0.00223693162015,0.00574299186992,-0.0133002511137,-0.0125634813874,0.0137354563792,-0.0175736269331,-0.00316110244765,0.00653248023053,0.00247656561397,-0.0126045811628
-0.696,0.0024097010612,0.00464714955243,-0.0132819122124,-0.0122983870963,0.013070569733,-0.0168830493497,-0.00438777386104,0.00556467923607,0.00276257235242,-0.0118849396729
-0.694,0.00260856672538,0.00348832230681,-0.0132100789151,-0.0119224058828,0.0123127219451,-0.0160489022654,-0.00556602418002,0.00461925354729,0.00303425204041,-0.0110516697073
